gene	full V(G)/Vp	full Pval	full fdr	full n	nonhla V(G)/Vp	nonhla Pval	nonhla fdr	hla V(G)/Vp	hla Pval	hla fdr
PSME4	0.009265	0.4019801	0.5000001	7173.0						
NID1	1e-06	0.5000001	0.5000001	7173.0						
CD36	0.007384	0.3841501	0.5000001	7173.0						
PLAT	1e-06	0.5000001	0.5000001	7173.0						
FGD1	1e-06	0.5000001	0.5000001	7173.0						
RFC3	0.024452	0.3255701	0.5000001	7173.0						
H2AFZ	1e-06	0.5000001	0.5000001	7173.0						
MRPL12	1e-06	0.5000001	0.5000001	7173.0						
PSMB8	1e-06	0.5000001	0.5000001	7173.0						
PLK4	1e-06	0.5000001	0.5000001	7173.0						
ALKBH7	0.003626	0.4588501	0.5000001	7173.0						
PDIA3	0.013622	0.3429601	0.5000001	7173.0						
WAS	0.022071	0.2763601	0.5000001	7173.0						
PSME1	0.00046100000000000004	0.49631010000000003	0.5000001	7173.0						
TNFSF9	1e-06	0.5000001	0.5000001	7173.0						
ITGA5	1e-06	0.5000001	0.5000001	7173.0						
AP2B1	0.0061189999999999994	0.45226010000000005	0.5000001	7173.0						
RNF138	1e-06	0.5000001	0.5000001	7173.0						
C19orf48	1e-06	0.5000001	0.5000001	7173.0						
CD74	1e-06	0.5000001	0.5000001	7173.0						
SMAD3	1e-06	0.5000001	0.5000001	7173.0						
TGFBR2	1e-06	0.5000001	0.5000001	7173.0						
AP3B1	0.012719	0.37930010000000003	0.5000001	7173.0						
DYNC1H1	1e-06	0.5000001	0.5000001	7173.0						
LSM4	1e-06	0.5000001	0.5000001	7173.0						
TIGIT	1e-06	0.5000001	0.5000001	7173.0						
COL16A1	0.00439	0.47027009999999997	0.5000001	7173.0						
PDIA4	0.0011359999999999999	0.48793010000000003	0.5000001	7173.0						
NPC2	0.011544	0.3941601	0.5000001	7173.0						
TNC	0.015449000000000001	0.3538601	0.5000001	7173.0						
CD79B	1e-06	0.5000001	0.5000001	7173.0						
CD1C	1e-06	0.5000001	0.5000001	7173.0						
NUP93	1e-06	0.5000001	0.5000001	7173.0						
PSMD1	1e-06	0.5000001	0.5000001	7173.0						
NUP107	0.004111999999999999	0.4688001	0.5000001	7173.0						
IFI30	0.015541	0.3300101	0.5000001	7173.0						
SMC2	1e-06	0.5000001	0.5000001	7173.0						
PHF19	1e-06	0.5000001	0.5000001	7173.0						
EXOSC8	1e-06	0.5000001	0.5000001	7173.0						
SELPLG	0.018049000000000003	0.2816101	0.5000001	7173.0						
STK17A	1e-06	0.5000001	0.5000001	7173.0						
HYLS1	0.005526	0.4498701	0.5000001	7173.0						
HAS2	1e-06	0.5000001	0.5000001	7173.0						
TMEM130	1e-06	0.5000001	0.5000001	7173.0						
TPSB2	1e-06	0.5000001	0.5000001	7173.0						
CD3E	1e-06	0.5000001	0.5000001	7173.0						
T.cells.CD8	1e-06	0.5000001	0.5000001	7304.0						
PSMA7	1e-06	0.5000001	0.5000001	7173.0						
PSMA5	1e-06	0.5000001	0.5000001	7173.0						
MET	1e-06	0.5000001	0.5000001	7173.0						
ICOS	1e-06	0.5000001	0.5000001	7173.0						
JAK2	0.008874	0.4060401	0.5000001	7173.0						
COQ2	1e-06	0.5000001	0.5000001	7173.0						
SNRPE	1e-06	0.5000001	0.5000001	7173.0						
KIF2C	1e-06	0.5000001	0.5000001	7173.0						
PNO1	1e-06	0.5000001	0.5000001	7173.0						
MT1F	1e-06	0.5000001	0.5000001	7173.0						
POLE2	1e-06	0.5000001	0.5000001	7173.0						
PDCD1	1e-06	0.5000001	0.5000001	7173.0						
CENPE	1e-06	0.5000001	0.5000001	7173.0						
RILP	1e-06	0.5000001	0.5000001	7173.0						
CDCA4	1e-06	0.5000001	0.5000001	7173.0						
DAPK1	0.015294	0.2790201	0.5000001	7173.0						
MRPL37	0.025897000000000003	0.2940801	0.5000001	7173.0						
MSN	1e-06	0.5000001	0.5000001	7173.0						
KLRB1	0.003387	0.46045010000000003	0.5000001	7173.0						
HMGN2	0.006372	0.4392301	0.5000001	7173.0						
VEGFA	1e-06	0.5000001	0.5000001	7173.0						
PSMD9	1e-06	0.5000001	0.5000001	7173.0						
HLA.DMA	0.006055	0.4377201	0.5000001	7173.0						
CORO1C	0.004113	0.4411801	0.5000001	7173.0						
HERC5	0.004856	0.4569201	0.5000001	7173.0						
GNG11	1e-06	0.5000001	0.5000001	7173.0						
CKLF	1e-06	0.5000001	0.5000001	7173.0						
EPHB2	0.001041	0.49388010000000004	0.5000001	7173.0						
IGFBP2	0.001124	0.4873001	0.5000001	7173.0						
DCTN2	1e-06	0.5000001	0.5000001	7173.0						
IFIT2	0.019244	0.3076301	0.5000001	7173.0						
NLN	0.015778999999999998	0.29428010000000004	0.5000001	7173.0						
MAP3K8	0.006887999999999999	0.41911010000000004	0.5000001	7173.0						
CENPO	0.014013	0.3454901	0.5000001	7173.0						
ADAMTS1	0.018677000000000003	0.36087009999999997	0.5000001	7173.0						
PSMB2	0.026576	0.3137701	0.5000001	7173.0						
ARF1	0.0015949999999999998	0.47860010000000003	0.5000001	7173.0						
TUBA4A	1e-06	0.5000001	0.5000001	7173.0						
DNM2	1e-06	0.5000001	0.5000001	7173.0						
ACTL6A	0.015688999999999998	0.3701801	0.5000001	7173.0						
COTL1	1e-06	0.5000001	0.5000001	7173.0						
VTCN1	1e-06	0.5000001	0.5000001	7139.0						
FOXP3	1e-06	0.5000001	0.5000001	7173.0						
CYTIP	1e-06	0.5000001	0.5000001	7173.0						
XCL1	1e-06	0.5000001	0.5000001	7173.0						
MCM3	1e-06	0.5000001	0.5000001	7173.0						
IKBKB	0.035266000000000006	0.2788601	0.5000001	7173.0						
TREM2	0.017995	0.26824010000000004	0.5000001	7173.0						
RUVBL1	1e-06	0.5000001	0.5000001	7173.0						
AP2A2	0.020378999999999998	0.2726401	0.5000001	7173.0						
SEC13	1e-06	0.5000001	0.5000001	7173.0						
CTSH	1e-06	0.5000001	0.5000001	7173.0						
MRPS28	1e-06	0.5000001	0.5000001	7173.0						
CD6	0.01685	0.2761401	0.5000001	7173.0						
KIF4A	1e-06	0.5000001	0.5000001	7173.0						
PSME3	0.008581	0.4012101	0.5000001	7173.0						
RAB32	0.00413	0.4429501	0.5000001	7173.0						
CCL19	1e-06	0.5000001	0.5000001	7139.0						
EZR	0.002322	0.4665301	0.5000001	7173.0						
FLI1	0.00032599999999999996	0.49597009999999997	0.5000001	7173.0						
MMP2	1e-06	0.5000001	0.5000001	7173.0						
SAMD9	0.0033350000000000003	0.46700010000000003	0.5000001	7173.0						
DLEU1	1e-06	0.5000001	0.5000001	7173.0						
TNFRSF18	0.020807	0.3411501	0.5000001	7173.0						
HLA.DRA	0.014797	0.3036201	0.5000001	7173.0						
KLRK1	0.020054	0.28783010000000003	0.5000001	7173.0						
KLC1	1e-06	0.5000001	0.5000001	7173.0						
MCM7	0.007701	0.3935101	0.5000001	7173.0						
AP2S1	0.007379000000000001	0.3878201	0.5000001	7173.0						
DCTN1	1e-06	0.5000001	0.5000001	7173.0						
PSMD8	1e-06	0.5000001	0.5000001	7173.0						
ICOSLG	0.017552	0.36754010000000004	0.5000001	7173.0						
IDO1	1e-06	0.5000001	0.5000001	7173.0						
CD79A	0.002202	0.47473010000000004	0.5000001	7173.0						
EPHB3	0.004768	0.4400901	0.5000001	7173.0						
CCL5	1e-06	0.5000001	0.5000001	7173.0						
LAMA4	1e-06	0.5000001	0.5000001	7173.0						
IKBKG	0.014302	0.3709601	0.5000001	7173.0						
UBE2J1	1e-06	0.5000001	0.5000001	7173.0						
LAG3	1e-06	0.5000001	0.5000001	7173.0						
CXCL9	0.011913	0.3797101	0.5000001	7173.0						
IFRD2	1e-06	0.5000001	0.5000001	7173.0						
CD37	0.007183	0.41011010000000003	0.5000001	7173.0						
PSMD6	0.009918999999999999	0.33322009999999996	0.5000001	7173.0						
WDHD1	0.002029	0.46636010000000006	0.5000001	7173.0						
SELL	0.015452	0.3012001	0.5000001	7173.0						
PSMD14	1e-06	0.5000001	0.5000001	7173.0						
BTN3A1	0.013535	0.3024501	0.5000001	7173.0						
DUT	1e-06	0.5000001	0.5000001	7173.0						
DCLRE1B	0.013338999999999998	0.4076901	0.5000001	7173.0						
EDNRB	1e-06	0.5000001	0.5000001	7173.0						
PSMC4	1e-06	0.5000001	0.5000001	7173.0						
DVL1	1e-06	0.5000001	0.5000001	7173.0						
LTB	0.014465	0.4054501	0.5000001	7173.0						
COL6A3	1e-06	0.5000001	0.5000001	7173.0						
CCR7	0.009759	0.3558501	0.5000001	7173.0						
CALR	0.01143	0.3891001	0.5000001	7173.0						
KIF4B	1e-06	0.5000001	0.5000001	7173.0						
LAMB1	1e-06	0.5000001	0.5000001	7173.0						
RHOQ	1e-06	0.5000001	0.5000001	7173.0						
HLA.E	1e-06	0.5000001	0.5000001	7173.0						
AP3D1	1e-06	0.5000001	0.5000001	7173.0						
TPI1	0.024054	0.2746601	0.5000001	7173.0						
KIF11	1e-06	0.5000001	0.5000001	7173.0						
BLK	0.021272	0.3184201	0.5000001	7173.0						
SEMA3F	1e-06	0.5000001	0.5000001	7173.0						
TGFB2	1e-06	0.5000001	0.5000001	7173.0						
FNBP1	1e-06	0.5000001	0.5000001	7173.0						
RASSF4	1e-06	0.5000001	0.5000001	7173.0						
HMHA1	1e-06	0.5000001	0.5000001	7173.0						
CENPN	1e-06	0.5000001	0.5000001	7173.0						
SNAP23	1e-06	0.5000001	0.5000001	7173.0						
EFNA5	0.008838	0.42433010000000004	0.5000001	7173.0						
IMP4	1e-06	0.5000001	0.5000001	7173.0						
PYCARD	1e-06	0.5000001	0.5000001	7173.0						
PSMA2	1e-06	0.5000001	0.5000001	7173.0						
CX3CL1	1e-06	0.5000001	0.5000001	7173.0						
STRA13	1e-06	0.5000001	0.5000001	7173.0						
DCTN3	1e-06	0.5000001	0.5000001	7173.0						
TAP1	1e-06	0.5000001	0.5000001	7173.0						
SMS	0.01865	0.2721001	0.5000001	7173.0						
AP2M1	0.00161	0.4844001	0.5000001	7173.0						
MKKS	0.009584	0.41651010000000005	0.5000001	7173.0						
